,FacilityName,Latitude,Longitude,LocationAddress,City,State,ZIP,County,FIPScode,PrimaryNAICS,SecondPrimaryNAICS,IndustryType,TRI_Air_Emissions_10_in_lbs,TRI_Air_Emissions_11_in_lbs,TRI_Air_Emissions_12_in_lbs,TRI_Air_Emissions_13_in_lbs,GHG_Direct_Emissions_10_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_14_in_metric_tons
98,SILVER CREEK PROCESSING PLANT,32.802472,-97.674,410 PEARSON RANCH ROAD,WEATHERFORD,TX,76087-7080,PARKER,48367.0,211112,,Petroleum and Natural Gas Systems,,,,,88971.40830134322,55513.74784598153,10794.918975479117,2303.972253527798,52138.87889820476
99,APACHE NITROGEN PRODUCTS INC,31.88,-110.24,1436 S APACHE POWDER RD,SAINT DAVID,AZ,85630,COCHISE,4003.0,325311,,Chemicals,11821.634698555165,18948.82478891343,20762.493490372344,20401.171890496145,265539.8832640256,195487.2097205716,314481.713027872,171998.07955591957,149855.85498173648
100,NATIONAL CO-OP REFINERY ASSOC.,38.347278,-97.673846,2000 S MAIN ST,MCPHERSON,KS,674601404,MCPHERSON,20113.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",33170.51721817469,24592.86760651817,28837.62828152877,33483.50756585309,59491.84919059246,26327.47387685353,93151.09809925762,44443.800537253104,28373.245717140817
101,VIRGINIA ELECTRIC AND POWER - SOUTHAMPTON,36.654813,-76.996151,30134 GENERAL THOMAS HIGHWAY,FRANKLIN,VA,23851-5024,SOUTHAMPTON,51175.0,221119,,Power Plants,,,,,108216.78636866566,43853.856472112944,62331.73193409145,50395.9761290385,108120.3387255992
102,XTO - MORTON STATION,31.59103,-96.29681,COUNTY ROAD 840,TEAGUE,TX,75860,FREESTONE,48161.0,211111,,Petroleum and Natural Gas Systems,,,,,85106.53759046695,62874.93891418591,158075.70407767277,143108.55885654455,91947.17403369604
103,WEST JOHNSON COUNTY GAS PLANT,32.37355,-97.53799,4468 FM 2331,GODLEY,TX,76044,JOHNSON,48251.0,211112,,Petroleum and Natural Gas Systems,,,,,59434.0458387601,65007.29928456516,50784.58873212933,12333.059801511605,43541.68993874115
104,"SEBASTIAN MINING COMPANY, LLC",35.00843,-94.3686,1100 SOUTH PINE STREET,HARTFORD,AR,72938,,,212112,,Other,,,,,,,,,208428.44084684216
105,SPRINGFIELD LANDFILL,39.914098,-83.883551,3850 LOWER VALLEY PIKE,SPRINGFIELD,OH,45506,CLARK,39023.0,562212,,Waste,,,,,55785.94535993523,76394.65588296394,266606.7675605175,211713.6598723084,85024.78822616814
106,BURNS POINT GAS PLANT,29.608123,-91.535796,187 MARATHON LANE,FRANKLIN,LA,70538,SAINT MARY,22101.0,211111,,Petroleum and Natural Gas Systems,,,,,259546.1323838108,165145.05391487328,240039.4606230158,66315.61505553893,150536.0939640329
107,GOLDSMITH GAS PLANT,31.9809,-102.6344,,GOLDSMITH,TX,79741,ECTOR,48135.0,211112,,Petroleum and Natural Gas Systems,,,,,82386.99414427769,99949.75298842654,185284.75686831068,201171.6682334325,144578.35645910673
108,RICELAND FOODS LANDFILL,34.51247,-91.564472,95 RICELAND FOODS LANE,STUTTGART,AR,72160,ARKANSAS,5001.0,562212,,Waste,,,,,,876404.6232187162,291124.9458797957,323985.95826215926,785058.9811776322
109,G E TURNER POWER PLANT,28.870953,-81.272205,433 LAKEFRONT CT,DELTONA,FL,32725-7908,VOLUSIA,12127.0,221112,,Power Plants,,,,,,20995.0986170686,50918.579218536135,16766.13814728512,22756.24297747804
110,ROCK-TENN CO,42.32335,-85.20758,177 ANGELL ST,BATTLE CREEK,MI,490378274,CALHOUN,26025.0,322130,,Pulp and Paper,121481.02553169956,97745.44290826628,65827.42992523813,264639.3283856978,73168.2960267173,82278.27635494329,90942.27447076749,81756.99591900266,57675.59721310806
111,MCPHERSON 3,38.386408,-97.610318,S24-T19S-R3W,MCPHERSON,KS,67460,MCPHERSON,20113.0,221112,,Power Plants,,,,,50542.69463333325,2251.1646906734823,41857.50006796213,64262.42150432126,18906.40513171394
112,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,41.03958,-111.92407,304 NORTH 650 EAST,LAYTON,UT,84041,DAVIS,49011.0,562212,,Waste,,,,,56503.19715388133,13691.331188567012,27130.92266775077,28214.747073456736,31111.947927793008
113,INTEL CORP-ALOHA CAMPUS,45.49308,-122.88408,3585 SW 198TH AVE,ALOHA,OR,97007,WASHINGTON,41067.0,334413,,Other,147862.019351143,346979.2392138609,709940.6108671476,764073.891809408,1975202.658977002,1200136.1838847543,205215.60286838465,161557.11833983636,53334.38942880825
114,PANHANDLE EASTERN P/ALVA N HOPETON CMPSR,36.72619,-98.69101,6.5 MI SW OF ALVA,ALVA,OK,73717,WOODS,40151.0,486210,,Petroleum and Natural Gas Systems,,,,,,73988.57968309947,74536.67126090766,47890.61163838608,42157.354818137486
115,PPL IRONWOOD POWER PLANT,40.3509,-76.3658,305 PRESCOTT ROAD,LEBANON,PA,17042-9178,LEBANON,42075.0,221112,,Power Plants,,,,,68234.01147116556,32313.83200980645,41169.76523706587,33039.24719127008,12566.127047035268
116,SOUTH MARSH ISLAND 236 A,,,,OFFSHORE,LA,0,,,211111,,Petroleum and Natural Gas Systems,,,,,,59362.68248797565,169775.40198190886,52107.98218794519,201897.8401535659
117,COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY,34.943667,-76.948346,7400 OLD US 70 WEST,NEW BERN,NC,28562,CRAVEN,37049.0,562212,,Waste,,,,,77347.93280619847,95698.46068323097,42915.87810035456,42448.16686616461,53641.76794946409
118,WHITE PINE ELECTRIC POWER LLC,46.7648,-89.5673,33707 POWER PLANT RD,WHITE PINE,MI,49971,ONTONAGON,26131.0,221122,221112.0,Power Plants,43894.84635868445,43343.3031099725,36701.44534251936,31617.724706971592,70673.63631363897,69825.33681236475,93064.1085030726,135734.1941865075,93382.83649685342
119,ERGON REFINING INC,32.388694,-90.90875,2125 HAINING RD,VICKSBURG,MS,39183,WARREN,28149.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",47205.55521475543,45349.8905796587,44955.14027270669,50178.25681344467,23974.08723234415,53943.84812321446,115066.82185270776,75818.14372135836,900323.7859262985
120,KOCH NITROGEN CO LLC,37.777013,-99.929746,11559 US HIGHWAY 50,DODGE CITY,KS,67801,FORD,20057.0,325311,,"Chemicals,Suppliers of CO2",22268.029100281485,20837.11612382821,18169.95844403788,21023.02560740449,65539.31253717898,44963.6224333823,54827.37556095466,66124.25384929866,29955.167767908923
121,US ARMY - FORT BELVOIR,38.692183,-77.133478,9820 FLAGLER ROAD,FORT BELVOIR,VA,22060,FAIRFAX,51059.0,928110,,Other,,,,,44433.90212547533,56597.20682089859,43080.25077901092,51807.46784101175,35126.2530667985
122,ROYALTON RD SANITARY LNDFIL,41.3139,-81.662604,3401 E ROYALTON RD,BROADVIEW HEIGHTS,OH,44147,CUYAHOGA,39035.0,562212,,Waste,,,,,61572.66836360892,99765.38081686916,74916.70247592565,66791.24945143407,88146.58963878124
123,GRU ENERGY CENTER AT SHANDS SOUTH CAMPUS,29.637916,-82.340158,1390 SW 14TH AVE,GAINESVILLE,FL,32608,ALACHUA,12001.0,221112,,Power Plants,,,,,3122150.248947403,1751928.1077315917,519776.3149541024,277513.0491568371,4026094.4105515815
124,AES HUNTINGTON BEACH LLC,33.647311,-117.979594,21730 NEWLAND STREET,HUNTINGTON BEACH,CA,92646-7612,ORANGE,6059.0,221112,,Power Plants,,,,,81957.72539892979,53304.32110704972,38427.527870991165,35641.62031227421,65147.33979842072
125,"WASTE MANAGEMENT OF MISSISSIPPI INC, PLANTATION OAKS LANDFILL AND RECYCLING CENT",31.356953,-91.395006,35 SHIELDSBORO ROAD,SIBLEY,MS,39165,ADAMS,28001.0,562212,,Waste,,,,,87939.9214174451,99985.53172679912,76773.46983217182,50186.292972015,70840.5813968885
126,BLACKHAWK POWER PLANT,35.706667,-101.359167,"SPUR 119, NORTH COGEN PLACE",BORGER,TX,79007,HUTCHINSON,48233.0,221112,,Power Plants,,,,,57815.08133362547,31501.21313517893,49451.49124442232,40725.293702874726,2631.368043198141
127,SIGNAL MOUNTAIN CEMENT CO DBA BUZZI UNICEM USA,35.101197,-85.345342,1201 SUCK CREEK RD,CHATTANOOGA,TN,37405,HAMILTON,47065.0,327310,,Minerals,38479.35094428575,37681.37861232187,28901.654653666657,37589.22711573463,86366.86635734337,319510.1604543059,390603.01330456906,115675.1130087333,87849.44290805291
128,ARCELORMITTAL BURNS HARBOR LLC,41.630556,-87.126944,250 W US 12,BURNS HARBOR,IN,463049745,PORTER,18127.0,331110,331111.0,Metals,35668.74077344098,36017.65374486607,28555.63576362898,28360.604317939706,41733.75397423284,86413.55479633922,60581.59670711192,23201.46438309533,74137.96049009627
129,DAVID M RATCLIFFE,,,5835 HIGHWAY 496,DE KALB,MS,39328,KEMPER,28069.0,221112,,Power Plants,,,,,,,,,30907.46102403189
130,IRONWOOD LANDFILL,33.01127,-111.43241,12720 E HWY 287,FLORENCE,AZ,85232-9201,PINAL,4021.0,562212,,Waste,,,,,73924.54665515597,263395.568385437,269762.82200919493,167090.65103796843,255120.5326082965
131,NICOR GAS,41.037899,-88.910977,28512 N 100E RD,STREATOR,IL,61364,LIVINGSTON,17105.0,221210,,Petroleum and Natural Gas Systems,,,,,2537286.13613518,549213.8954046973,2738510.5067649283,812211.1623982363,808555.6838293016
132,EFS PARLIN HOLDINGS LLC,40.462528,-74.326065,790 WASHINGTON RD,PARLIN,NJ,8859,MIDDLESEX,34023.0,221112,,Power Plants,,,,,111643.27725736603,78435.38172084226,165356.8343621221,129020.71606620678,90611.98955563497
133,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #10,33.66942,-84.41906,3107 SYLVAN RD,ATLANTA,GA,30354,FULTON,13121.0,327213,,Minerals,38882.97072228065,47421.21631886093,43087.09106432017,30032.561841098915,56661.05737782767,8092.659071677954,62957.66349567118,89143.50859972426,47740.70585834735
134,CRISP COUNTY LANDFILL,31.955481,-83.7778,3354 SOUTH HWY 41,CORDELE,GA,31015,CRISP,13081.0,562212,,Waste,,,,,2199261.863723563,1162189.3928205094,1689427.5557600064,63709.58926226549,920531.4995097351
135,FREEPORT-MCMORAN CHINO MINES CO.,32.80501,-108.08568,99 SANTA RITA MINE ROAD,VANADIUM,NM,88023,GRANT,35017.0,212234,,Other,,,,,,229240.19763883704,2790573.005919248,941849.2651722506,1292260.9544357222
136,GOLDEN TRIANGLE ENERGY LLC,40.18925,-95.36789,15053 HIGHWAY 111,CRAIG,MO,64437,HOLT,29087.0,312140,325193.0,Other,32716.877831038822,34241.843276177875,21132.10814585863,31483.942310227576,87896.45268625674,39971.23325617015,195591.40214711425,71977.6805712005,36550.31237175316
137,UOP-SHREVEPORT PLANT,32.61451,-93.92248,8725 OLD MOORINGSPORT RD,SHREVEPORT,LA,71107,CADDO,22017.0,325180,325188.0,Chemicals,22771.17537188418,24800.778617844782,25995.93322445092,21917.347634254893,79456.33214331974,69780.00142835986,59076.168435144784,14780.7525452704,79128.26151759361
138,YOGI CPF-2,35.440118,-92.326468,1774 BLUEGRASS MUSIC ROAD,BEE BRANCH,AR,72013,VAN BUREN,5141.0,213112,,Petroleum and Natural Gas Systems,,,,,55828.58501919191,37853.1523476466,63459.1093291914,50955.78796755541,47348.66174284989
139,ROCK-TENN CO STROUDSBURG MILL,40.99353,-75.14068,242 PAPER MILL RD,DELAWARE WATER GAP,PA,18327,MONROE,42089.0,322130,,Pulp and Paper,327845.43838828785,39621.45760287417,300451.3908903772,648422.5922599187,103960.41821563976,91090.85096951344,105552.72161331796,69757.05699312243,60824.90634714317
140,PROTEIN PRODUCTS INC.,33.490858,-90.519183,1042 HIGHWAY 3,SUNFLOWER,MS,38778,SUNFLOWER,28133.0,311613,,"Other,Waste",27950.98156943467,25219.07961981096,22772.381426501062,16546.415669983093,82077.80891072721,97008.63838809502,89227.39964018975,68303.65105066888,214519.1010095147
141,"LHOIST NORTH AMERICA OF TEXAS, LTD  MARBLE FALLS PLANT",30.6479,-98.2536,7829 S U.S. HWY 281,MARBLE FALLS,TX,78654,BURNET,48053.0,327410,,Minerals,36573.34816395802,32480.55365216708,39337.88781669743,36220.08118636993,61020.039183877525,4301.513524731192,65382.3872214211,76537.14255387605,23339.19207405579
142,OUTLAW COMPRESSOR STATION,37.1745,-107.7786,"SEC 24, T34N, R9W",DURANGO,CO,81303,LA PLATA,8067.0,211111,,Petroleum and Natural Gas Systems,,,,,34659.786514137144,30717.64757896696,60345.0105798119,50223.30455790985,52490.78818697669
143,NWE/OMIMEX NGL PLANT (CUT BANK),46.01366,-112.53434,40 E. BROADWAY,BUTTE,MT,59701,SILVER BOW,30093.0,211112,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,,92409.66898478696,98163.55015301448,63147.3918273157,47841.33657877285
144,MANSFIELD COMPRESSOR STATION,31.796664,-93.510454,2504 LOUISIANA HIGHWAY 174,PLEASANT HILL,LA,71065,SABINE,22085.0,486210,,Petroleum and Natural Gas Systems,,,,,,,50446.71681205213,7926.48068135434,13429.98152528971
145,BOMBSITE/NICHOLS COMPRESSOR STATION,44.218293,-106.060933,"SECTION 13, T49N, R76W",GILLETTE,WY,82716,CAMPBELL,56005.0,211111,,Petroleum and Natural Gas Systems,,,,,85462.08113682776,65444.33870974168,30498.36691271073,38296.0060747325,64965.43172588267
146,CALPORTLAND RILLITO PLANT,32.41056,-111.151632,11115 CASA GRANDE HIGHWAY,RILLITO,AZ,856540388,PIMA,4019.0,327310,,Minerals,13820.558375997058,13131.40268157138,14501.86906071159,9687.913643658896,44639.753564325765,26997.65580612967,65451.95791312642,57398.51505557891,83255.7952351374
147,KEKAHA LANDFILL,21.975454,-159.73786,600 E KAUMUALII HIGHWAY,KEKAHA,HI,96752,KAUAI,15007.0,562212,,Waste,,,,,38465.45205347781,17261.913219633185,67423.66444155472,9483.871909660782,16534.57731783645
148,BOISE WHITE PAPER LLC,48.605458,-93.406703,400 2ND ST,INTERNATIONAL FALLS,MN,56649,KOOCHICHING,27071.0,322121,,"Pulp and Paper,Suppliers of CO2",23127.478754072432,10857.259434878772,27859.830380572253,15992.246184467936,36710.78847122008,72185.8102888658,59204.09943272077,35070.71998861319,40744.38551613048
149,CHOCTAW COUNTY GENERATING STATION,33.289056,-89.419333,2446 HIGHWAY 407 WEST,FRENCH CAMP,MS,39745,CHOCTAW,28019.0,221112,,Power Plants,,,,,1222260.7055273112,865677.7613743248,2836499.00776383,894186.1492347696,2251727.4634971097
150,PHILLIPS 66 CO - ALLIANCE REFINERY,29.68,-89.980833,15551 HWY 23,BELLE CHASSE,LA,70037,PLAQUEMINES,22075.0,324110,,"Petroleum Product Suppliers,Refineries",30147.369823022385,30423.209825554244,30552.61140756916,28477.18141560919,31877.489624803267,86935.9383443614,62188.07468787584,45208.42454028961,56277.86510660521
151,SHELL OIL PRODUCTS US-MARTINEZ REFINERY,38.016594,-122.115392,3485 PACHECO BLVD,MARTINEZ,CA,94553,CONTRA COSTA,6013.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",124783.59792378104,109052.62919752835,131279.11875234905,164028.26341084877,819714.2559112926,556290.4320960413,5498429.771045302,2200992.120090978,3222254.314256354
152,"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",45.8476,-122.803,1300 KASTER ROAD,SAINT HELENS,OR,97051,COLUMBIA,41009.0,322121,,Pulp and Paper,,,,,349886.44142650266,319445.0025739284,580810.5345346914,227503.79583588272,484862.3803467024
153,HANDLEY STEAM ELECTRIC STATION,32.730798,-97.218823,6604 E ROSEDALE ST,FORT WORTH,TX,76112,TARRANT,48439.0,221112,,Power Plants,,,,,86638.99907713397,45552.96533525868,136955.47033347277,403339.5332384224,183474.00995489385
154,FLORIDA POWER CORP DEBARY COOLING,28.89017,-81.33194,176 W HIGHBANKS RD,DEBARY,FL,327132882,VOLUSIA,12127.0,221112,,Power Plants,18143.17098502058,26371.319717796032,23461.8568094829,18499.29288299404,22665.90968626338,11618.965310352032,68022.46565872754,18204.980456020792,14634.483646764424
155,"TARGA BADLANDS, LLC-SMOKEY GATHERING SYSTEM CDP",47.69404,-103.26235,1939 125TH AVE. NW,WATFORD CITY,ND,58854,MCKENZIE,38053.0,211112,,Petroleum and Natural Gas Systems,,,,,,,,,787312.7652871946
156,IMCO RECYCLING OF OHIO LLC,40.36884,-81.34657,7335 NEWPORT RD SE,UHRICHSVILLE,OH,44683,TUSCARAWAS,39157.0,331314,,Metals,18594.552005959,23098.62569058287,20555.821450735293,24706.208538654213,221428.0492679348,301220.4071070444,209427.7110651965,59694.77475031576,255800.68271112832
157,RELIANT ENERGY WARREN STATION,41.835278,-79.194444,2325 PENNSYLVANIA AVENUE W,WARREN,PA,16365-3655,WARREN,42123.0,221112,,Power Plants,,,,,,,,,22797.668816560865
158,REPUBLIC SERVICES OF KY LLC,38.619741,-84.536103,2360 CYNTHIANA RD,WILLIAMSTOWN,KY,41097,GRANT,21081.0,562212,,Waste,,,,,78226.21897661511,82013.67630929286,53241.78780557856,58016.25075478194,22236.45599577298
159,OSWEGO HARBOR POWER,43.458574,-76.531641,261 WASHINGTON BLVD,OSWEGO,NY,13126,OSWEGO,36075.0,221112,,Power Plants,417914.0864201359,225731.29467328385,187528.9547572091,130764.176977088,2264290.93880966,371316.1342973858,299961.29875155614,800950.8741024907,1314301.2179708644
160,JOPPA STEAM GENERATING STATION,37.209166,-88.858452,2100 PORTLAND RD,JOPPA,IL,62953,MASSAC,17127.0,221112,,Power Plants,30185.638085588413,32955.53691770581,36500.65102551503,29556.97688270138,45958.88243243555,312.46849172330985,11944.181557345277,36289.77965406302,40941.27996735544
161,GULF POWER CO PLANT SCHOLZ,30.669338,-84.886808,1460 GULF POWER RD,SNEADS,FL,32460,JACKSON,12063.0,221112,,Power Plants,24353.26155903243,23514.58019017936,27979.99200049346,21235.40283501058,76103.01353865383,33211.086374870385,47676.826055926445,87948.92338622519,28153.75234571332
162,PACIFICORP CHEHALIS POWER GENERATION FACILITY,46.621575,-122.914841,1813 BISHOP RD,CHEHALIS,WA,98532,LEWIS,53041.0,221112,,Power Plants,,,,,2157660.734883852,172910.11448826024,545362.7293082003,960868.3787905804,575988.9507700978
163,FIELDWOOD ENERGY LLC - EI 281 A (COMPLEX ID # 23915),,,,OFFSHORE,LA,0,,,211111,,Petroleum and Natural Gas Systems,,,,,,43213.01839443651,36943.66712456138,11258.571845735409,6793.029391752665
164,"FIELDWOOD ENERGY LLC - EI 120 CF-QRT, CMP1, CMP2, FIRE, PRD, SC (COMPLEX ID # 20",,,,OFFSHORE,LA,0,,,211111,,Petroleum and Natural Gas Systems,,,,,,52115.4037743768,69662.1164654583,30963.158854962137,61078.20356250048
165,KERN RIVER GAS TRANSMISSION COMPANY: ELBERTA COMPRESSOR STATION,40.1559,-112.02809,"SE1/4  SW1/4  SECT 7, T10S, R1",ELBERTA,UT,84626,UTAH,49049.0,486210,,Petroleum and Natural Gas Systems,,,,,51780.0804346484,57770.93828235102,58051.86029019304,107201.53543200644,231250.70978737387
166,KERN RIVER FIELD - TEXACO,35.42686,-118.99222,1546 CHINA GRAD,BAKERSFIELD,CA,93308-9700,KERN,6029.0,211111,,Petroleum and Natural Gas Systems,,,,,117017.38462292112,87876.46018076653,73269.70452817781,23014.66401755976,53029.13443145318
167,ALLIANCE PIPELINE - OLIVIA 23-A,44.8491,-94.8969,38884 870TH AVE,BIRD ISLAND,MN,55310,RENVILLE,27129.0,486210,,Petroleum and Natural Gas Systems,,,,,56788.98657250445,51275.374680770175,202589.2373926516,201633.4047274847,479153.7656270535
168,BUNGE NORTH AMERICA INC,37.01433,-89.17734,203 34TH ST,CAIRO,IL,629140113,ALEXANDER,17003.0,311224,311222.0,Other,32520.297196833075,25025.241305682004,25444.068972886125,30506.14289885152,51903.01506441891,55450.608301580585,42067.45626818125,34592.405790003264,60647.96025253497
169,CARL BAILEY GENERATING STATION,35.260861,-91.36275,585 WOODRUFF 816,AUGUSTA,AR,72006,WOODRUFF,5147.0,221112,,Power Plants,,,,,75811.1982485389,109413.22124569897,92137.51548879124,74916.96535959296,267668.5730230116
170,ARIZONA CHEMICAL CO.,32.10472,-81.12056,1201 W LATHROP AVE,SAVANNAH,GA,31415,CHATHAM,13051.0,325194,325211.0,Other,31256.37450222004,27526.43983564982,28773.22257413489,29910.700521383027,39409.08315538224,21467.66426910177,46882.77099181581,10393.927264966987,51854.65853948884
171,FANDANGO PRODUCTION FACILITY,27.0258,-98.97,HWY 16 - 26 MI NE OF ZAPATA AT TREVINO RANCH SHELL,ZAPATA,TX,78076,ZAPATA,48505.0,486210,,Petroleum and Natural Gas Systems,,,,,,9747.277294362626,51466.88094808746,17834.410090091587,29878.009542866865
172,HARMONY COMPRESSOR STATION,35.255486,-91.844772,170 NORTH SMYRNA RD.,SEARCY,AR,72143,WHITE,5145.0,211111,,Petroleum and Natural Gas Systems,,,,,291130.70073815243,209451.67487664075,324637.6365322201,296086.8954959299,243395.7279790924
173,SHERMAN COMPRESSOR STATION,33.687237,-96.449113,460 SEVEN HILLS RD,DENISON,TX,75021,GRAYSON,48181.0,486210,,Petroleum and Natural Gas Systems,,,,,,38736.04241028214,22166.695162942066,32843.056928776816,10571.832606099968
174,TPC GROUP,29.964146,-93.930138,2102 SPUR 136,PORT NECHES,TX,77651,JEFFERSON,48245.0,325199,,Chemicals,43113.908006173246,43135.70776918235,40768.37147457237,36768.93322914537,69814.65649098107,26081.64129831741,37930.87289919817,4320.736721923036,10466.40800523461
175,RIVERSIDE GENERATING CO LLC,38.271284,-82.582695,25038 US HWY 23,CATLETTSBURG,KY,41129,BOYD,21019.0,221112,,Power Plants,,,,,193162.16791444377,44490.30847529077,238570.17733197933,945705.3157106214,204838.35170184923
176,Grays Ferry Cogeneration,39.9425,-75.1886,2600 CHRISTIAN ST,PHILADELPHIA,PA,19146,PHILADELPHIA,42101.0,221330,,Power Plants,,,,,39462.85052855771,9989.747988910662,87858.60835893251,92279.78594448684,32392.32021621416
177,SHAW INDUSTRIES GROUP INC PLANT 4,34.71917,-84.96703,2225 SOUTH HAMILTON STREET EXTENSION,DALTON,GA,30720,WHITFIELD,13313.0,314110,,Other,,,,,116507.8758980574,94715.54053358176,145149.91464728635,279098.99819227564,210834.24087719325
178,YELLOWSTONE CPF-3,35.477639,-92.311891,339 LAWRENCE ROAD,BEE BRANCH,AR,72013,VAN BUREN,5141.0,213112,,Petroleum and Natural Gas Systems,,,,,,,,70808.54781840178,89944.89835938657
179,NRG ENERGY CENTER LLC,37.78216,-122.40854,460 JESSIE ST,SAN FRANCISCO,CA,94103,SAN FRANCISCO,6075.0,221112,,Power Plants,,,,,345882.98732347775,465587.90056210826,209091.80611811488,226891.7127826493,228279.7564349213
180,LAKE CHARLES CARBON CO,30.11837,-93.29295,3943 GRANGER RD,LAKE CHARLES,LA,706050238,CALCASIEU,22019.0,324199,,"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",25902.57631779408,31221.051313918226,28811.44804791925,26230.203891784648,68992.40344305661,45397.14555252117,60907.496949788816,47919.42966388214,21061.40904502449
181,JIM BEAM BRANDS CO-BOOKER NOE PLANT,37.807747,-85.687444,1600 LEBANON JUNCTION RD,BOSTON,KY,40107,NELSON,21179.0,312140,,Other,20697.243180876496,25361.05970815958,15951.395563765262,21670.700863208265,65363.18628697714,82489.87484685564,84489.1831993041,48119.24234823033,72800.15971788498
